id,device_id,batch_id,model_name,sequence,machine_status,status_info,vision_result,vision_result_code,defect_type,sensor_data,timestamp
17021,RASP_PI_01,BATCH_20260524_739,SMT_CHIP_A20,11,RUN,"[{""code"": ""SV-PR-00"", ""msg"": ""Vision Inspection OK"", ""severity"": ""LOW"", ""direction"": ""TOP"", ""part_location"": ""ZONE_ALL"", ""is_capture_required"": false}]","{""result"": ""OK"", ""defect_type"": ""NONE"", ""confidence"": 0.99, ""inspection_area"": ""ALL"", ""image_url"": null}",OK,NONE,"{""temperature"": 41.8, ""humidity"": 51.4, ""vibration_x"": 0.009, ""vibration_y"": 0.025, ""illumination"": 1178}",2026-05-24 15:55:16.870
17022,RASP_PI_01,BATCH_20260524_739,SMT_CHIP_A20,12,RUN,"[{""code"": ""SV-PR-00"", ""msg"": ""Vision Inspection OK"", ""severity"": ""LOW"", ""direction"": ""TOP"", ""part_location"": ""ZONE_ALL"", ""is_capture_required"": false}]","{""result"": ""OK"", ""defect_type"": ""NONE"", ""confidence"": 0.99, ""inspection_area"": ""ALL"", ""image_url"": null}",OK,NONE,"{""temperature"": 37.8, ""humidity"": 45.7, ""vibration_x"": 0.025, ""vibration_y"": 0.01, ""illumination"": 1264}",2026-05-24 15:55:16.978
17023,RASP_PI_01,BATCH_20260524_739,SMT_CHIP_A20,13,RUN,"[{""code"": ""SV-PR-00"", ""msg"": ""Vision Inspection OK"", ""severity"": ""LOW"", ""direction"": ""TOP"", ""part_location"": ""ZONE_ALL"", ""is_capture_required"": false}]","{""result"": ""OK"", ""defect_type"": ""NONE"", ""confidence"": 0.95, ""inspection_area"": ""ALL"", ""image_url"": null}",OK,NONE,"{""temperature"": 36.3, ""humidity"": 45.9, ""vibration_x"": 0.015, ""vibration_y"": 0.02, ""illumination"": 1199}",2026-05-24 15:55:17.088
17024,RASP_PI_01,BATCH_20260524_739,SMT_CHIP_A20,14,RUN,"[{""code"": ""SV-PR-00"", ""msg"": ""Vision Inspection OK"", ""severity"": ""LOW"", ""direction"": ""TOP"", ""part_location"": ""ZONE_ALL"", ""is_capture_required"": false}]","{""result"": ""OK"", ""defect_type"": ""NONE"", ""confidence"": 0.95, ""inspection_area"": ""ALL"", ""image_url"": null}",OK,NONE,"{""temperature"": 39.7, ""humidity"": 43.0, ""vibration_x"": 0.008, ""vibration_y"": 0.03, ""illumination"": 1262}",2026-05-24 15:55:17.197
17025,RASP_PI_01,BATCH_20260524_739,SMT_CHIP_A20,15,RUN,"[{""code"": ""SV-PR-00"", ""msg"": ""Vision Inspection OK"", ""severity"": ""LOW"", ""direction"": ""TOP"", ""part_location"": ""ZONE_ALL"", ""is_capture_required"": false}]","{""result"": ""OK"", ""defect_type"": ""NONE"", ""confidence"": 0.97, ""inspection_area"": ""ALL"", ""image_url"": null}",OK,NONE,"{""temperature"": 41.7, ""humidity"": 44.5, ""vibration_x"": 0.02, ""vibration_y"": 0.013, ""illumination"": 1227}",2026-05-24 15:55:17.304
17026,RASP_PI_01,BATCH_20260524_739,SMT_CHIP_A20,16,RUN,"[{""code"": ""SV-PR-00"", ""msg"": ""Vision Inspection OK"", ""severity"": ""LOW"", ""direction"": ""TOP"", ""part_location"": ""ZONE_ALL"", ""is_capture_required"": false}]","{""result"": ""OK"", ""defect_type"": ""NONE"", ""confidence"": 0.97, ""inspection_area"": ""ALL"", ""image_url"": null}",OK,NONE,"{""temperature"": 38.1, ""humidity"": 42.4, ""vibration_x"": 0.022, ""vibration_y"": 0.026, ""illumination"": 1194}",2026-05-24 15:55:17.412
17027,RASP_PI_01,BATCH_20260524_739,SMT_CHIP_A20,17,RUN,"[{""code"": ""SV-PR-00"", ""msg"": ""Vision Inspection OK"", ""severity"": ""LOW"", ""direction"": ""TOP"", ""part_location"": ""ZONE_ALL"", ""is_capture_required"": false}]","{""result"": ""OK"", ""defect_type"": ""NONE"", ""confidence"": 0.99, ""inspection_area"": ""ALL"", ""image_url"": null}",OK,NONE,"{""temperature"": 40.0, ""humidity"": 48.0, ""vibration_x"": 0.011, ""vibration_y"": 0.019, ""illumination"": 1282}",2026-05-24 15:55:17.520
17028,RASP_PI_01,BATCH_20260524_739,SMT_CHIP_A20,18,RUN,"[{""code"": ""SV-PR-00"", ""msg"": ""Vision Inspection OK"", ""severity"": ""LOW"", ""direction"": ""TOP"", ""part_location"": ""ZONE_ALL"", ""is_capture_required"": false}]","{""result"": ""OK"", ""defect_type"": ""NONE"", ""confidence"": 0.99, ""inspection_area"": ""ALL"", ""image_url"": null}",OK,NONE,"{""temperature"": 38.1, ""humidity"": 42.5, ""vibration_x"": 0.028, ""vibration_y"": 0.02, ""illumination"": 1152}",2026-05-24 15:55:17.629
17029,RASP_PI_01,BATCH_20260524_739,SMT_CHIP_A20,19,RUN,"[{""code"": ""SV-PR-00"", ""msg"": ""Vision Inspection OK"", ""severity"": ""LOW"", ""direction"": ""TOP"", ""part_location"": ""ZONE_ALL"", ""is_capture_required"": false}]","{""result"": ""OK"", ""defect_type"": ""NONE"", ""confidence"": 0.99, ""inspection_area"": ""ALL"", ""image_url"": null}",OK,NONE,"{""temperature"": 37.9, ""humidity"": 45.7, ""vibration_x"": 0.012, ""vibration_y"": 0.009, ""illumination"": 1202}",2026-05-24 15:55:17.738
17030,RASP_PI_01,BATCH_20260524_739,SMT_CHIP_A20,20,RUN,"[{""code"": ""SV-PR-00"", ""msg"": ""Vision Inspection OK"", ""severity"": ""LOW"", ""direction"": ""TOP"", ""part_location"": ""ZONE_ALL"", ""is_capture_required"": false}]","{""result"": ""OK"", ""defect_type"": ""NONE"", ""confidence"": 0.97, ""inspection_area"": ""ALL"", ""image_url"": null}",OK,NONE,"{""temperature"": 40.8, ""humidity"": 52.3, ""vibration_x"": 0.015, ""vibration_y"": 0.026, ""illumination"": 1160}",2026-05-24 15:55:17.845
17031,RASP_PI_01,BATCH_20260524_739,SMT_CHIP_A20,21,RUN,"[{""code"": ""SV-PR-00"", ""msg"": ""Vision Inspection OK"", ""severity"": ""LOW"", ""direction"": ""TOP"", ""part_location"": ""ZONE_ALL"", ""is_capture_required"": false}]","{""result"": ""OK"", ""defect_type"": ""NONE"", ""confidence"": 0.96, ""inspection_area"": ""ALL"", ""image_url"": null}",OK,NONE,"{""temperature"": 40.1, ""humidity"": 49.0, ""vibration_x"": 0.012, ""vibration_y"": 0.008, ""illumination"": 1204}",2026-05-24 15:55:17.953
17032,RASP_PI_01,BATCH_20260524_739,SMT_CHIP_A20,22,RUN,"[{""code"": ""SV-PR-00"", ""msg"": ""Vision Inspection OK"", ""severity"": ""LOW"", ""direction"": ""TOP"", ""part_location"": ""ZONE_ALL"", ""is_capture_required"": false}]","{""result"": ""OK"", ""defect_type"": ""NONE"", ""confidence"": 0.99, ""inspection_area"": ""ALL"", ""image_url"": null}",OK,NONE,"{""temperature"": 40.0, ""humidity"": 43.1, ""vibration_x"": 0.013, ""vibration_y"": 0.023, ""illumination"": 1267}",2026-05-24 15:55:18.061
17033,RASP_PI_01,BATCH_20260524_739,SMT_CHIP_A20,23,RUN,"[{""code"": ""SV-PR-00"", ""msg"": ""Vision Inspection OK"", ""severity"": ""LOW"", ""direction"": ""TOP"", ""part_location"": ""ZONE_ALL"", ""is_capture_required"": false}]","{""result"": ""OK"", ""defect_type"": ""NONE"", ""confidence"": 0.96, ""inspection_area"": ""ALL"", ""image_url"": null}",OK,NONE,"{""temperature"": 37.0, ""humidity"": 41.7, ""vibration_x"": 0.027, ""vibration_y"": 0.016, ""illumination"": 1153}",2026-05-24 15:55:18.169
17034,RASP_PI_01,BATCH_20260524_739,SMT_CHIP_A20,24,RUN,"[{""code"": ""SV-PR-00"", ""msg"": ""Vision Inspection OK"", ""severity"": ""LOW"", ""direction"": ""TOP"", ""part_location"": ""ZONE_ALL"", ""is_capture_required"": false}]","{""result"": ""OK"", ""defect_type"": ""NONE"", ""confidence"": 0.99, ""inspection_area"": ""ALL"", ""image_url"": null}",OK,NONE,"{""temperature"": 38.9, ""humidity"": 54.7, ""vibration_x"": 0.007, ""vibration_y"": 0.03, ""illumination"": 1265}",2026-05-24 15:55:18.279
17035,RASP_PI_01,BATCH_20260524_739,SMT_CHIP_A20,25,RUN,"[{""code"": ""SV-PR-00"", ""msg"": ""Vision Inspection OK"", ""severity"": ""LOW"", ""direction"": ""TOP"", ""part_location"": ""ZONE_ALL"", ""is_capture_required"": false}]","{""result"": ""OK"", ""defect_type"": ""NONE"", ""confidence"": 0.97, ""inspection_area"": ""ALL"", ""image_url"": null}",OK,NONE,"{""temperature"": 39.1, ""humidity"": 50.6, ""vibration_x"": 0.02, ""vibration_y"": 0.029, ""illumination"": 1167}",2026-05-24 15:55:18.390
17036,RASP_PI_01,BATCH_20260524_739,SMT_CHIP_A20,26,RUN,"[{""code"": ""SV-PR-00"", ""msg"": ""Vision Inspection OK"", ""severity"": ""LOW"", ""direction"": ""TOP"", ""part_location"": ""ZONE_ALL"", ""is_capture_required"": false}]","{""result"": ""OK"", ""defect_type"": ""NONE"", ""confidence"": 0.97, ""inspection_area"": ""ALL"", ""image_url"": null}",OK,NONE,"{""temperature"": 37.7, ""humidity"": 54.6, ""vibration_x"": 0.026, ""vibration_y"": 0.015, ""illumination"": 1264}",2026-05-24 15:55:18.499
17037,RASP_PI_01,BATCH_20260524_739,SMT_CHIP_A20,27,RUN,"[{""code"": ""SV-PR-00"", ""msg"": ""Vision Inspection OK"", ""severity"": ""LOW"", ""direction"": ""TOP"", ""part_location"": ""ZONE_ALL"", ""is_capture_required"": false}]","{""result"": ""OK"", ""defect_type"": ""NONE"", ""confidence"": 0.99, ""inspection_area"": ""ALL"", ""image_url"": null}",OK,NONE,"{""temperature"": 36.2, ""humidity"": 43.7, ""vibration_x"": 0.019, ""vibration_y"": 0.013, ""illumination"": 1276}",2026-05-24 15:55:18.607
17038,RASP_PI_01,BATCH_20260524_739,SMT_CHIP_A20,28,RUN,"[{""code"": ""SV-PR-00"", ""msg"": ""Vision Inspection OK"", ""severity"": ""LOW"", ""direction"": ""TOP"", ""part_location"": ""ZONE_ALL"", ""is_capture_required"": false}]","{""result"": ""OK"", ""defect_type"": ""NONE"", ""confidence"": 0.98, ""inspection_area"": ""ALL"", ""image_url"": null}",OK,NONE,"{""temperature"": 41.3, ""humidity"": 54.1, ""vibration_x"": 0.023, ""vibration_y"": 0.029, ""illumination"": 1267}",2026-05-24 15:55:18.716
17039,RASP_PI_01,BATCH_20260524_739,SMT_CHIP_A20,29,RUN,"[{""code"": ""SV-PR-00"", ""msg"": ""Vision Inspection OK"", ""severity"": ""LOW"", ""direction"": ""TOP"", ""part_location"": ""ZONE_ALL"", ""is_capture_required"": false}]","{""result"": ""OK"", ""defect_type"": ""NONE"", ""confidence"": 0.98, ""inspection_area"": ""ALL"", ""image_url"": null}",OK,NONE,"{""temperature"": 35.3, ""humidity"": 52.2, ""vibration_x"": 0.026, ""vibration_y"": 0.014, ""illumination"": 1220}",2026-05-24 15:55:18.825
17040,RASP_PI_01,BATCH_20260524_739,SMT_CHIP_A20,30,RUN,"[{""code"": ""SV-PR-00"", ""msg"": ""Vision Inspection OK"", ""severity"": ""LOW"", ""direction"": ""TOP"", ""part_location"": ""ZONE_ALL"", ""is_capture_required"": false}]","{""result"": ""OK"", ""defect_type"": ""NONE"", ""confidence"": 0.96, ""inspection_area"": ""ALL"", ""image_url"": null}",OK,NONE,"{""temperature"": 39.5, ""humidity"": 41.4, ""vibration_x"": 0.015, ""vibration_y"": 0.029, ""illumination"": 1178}",2026-05-24 15:55:18.932
17041,RASP_PI_01,BATCH_20260524_739,SMT_CHIP_A20,31,RUN,"[{""code"": ""SV-PR-00"", ""msg"": ""Vision Inspection OK"", ""severity"": ""LOW"", ""direction"": ""TOP"", ""part_location"": ""ZONE_ALL"", ""is_capture_required"": false}]","{""result"": ""OK"", ""defect_type"": ""NONE"", ""confidence"": 0.97, ""inspection_area"": ""ALL"", ""image_url"": null}",OK,NONE,"{""temperature"": 35.8, ""humidity"": 52.4, ""vibration_x"": 0.007, ""vibration_y"": 0.025, ""illumination"": 1197}",2026-05-24 15:55:19.041
17042,RASP_PI_01,BATCH_20260524_739,SMT_CHIP_A20,32,RUN,"[{""code"": ""SV-PR-00"", ""msg"": ""Vision Inspection OK"", ""severity"": ""LOW"", ""direction"": ""TOP"", ""part_location"": ""ZONE_ALL"", ""is_capture_required"": false}]","{""result"": ""OK"", ""defect_type"": ""NONE"", ""confidence"": 0.97, ""inspection_area"": ""ALL"", ""image_url"": null}",OK,NONE,"{""temperature"": 36.3, ""humidity"": 52.9, ""vibration_x"": 0.02, ""vibration_y"": 0.014, ""illumination"": 1238}",2026-05-24 15:55:19.149
17043,RASP_PI_01,BATCH_20260524_739,SMT_CHIP_A20,33,RUN,"[{""code"": ""SV-PR-00"", ""msg"": ""Vision Inspection OK"", ""severity"": ""LOW"", ""direction"": ""TOP"", ""part_location"": ""ZONE_ALL"", ""is_capture_required"": false}]","{""result"": ""OK"", ""defect_type"": ""NONE"", ""confidence"": 0.96, ""inspection_area"": ""ALL"", ""image_url"": null}",OK,NONE,"{""temperature"": 39.4, ""humidity"": 50.5, ""vibration_x"": 0.015, ""vibration_y"": 0.007, ""illumination"": 1226}",2026-05-24 15:55:19.258
17044,RASP_PI_01,BATCH_20260524_739,SMT_CHIP_A20,34,RUN,"[{""code"": ""SV-PR-00"", ""msg"": ""Vision Inspection OK"", ""severity"": ""LOW"", ""direction"": ""TOP"", ""part_location"": ""ZONE_ALL"", ""is_capture_required"": false}]","{""result"": ""OK"", ""defect_type"": ""NONE"", ""confidence"": 0.98, ""inspection_area"": ""ALL"", ""image_url"": null}",OK,NONE,"{""temperature"": 35.7, ""humidity"": 54.3, ""vibration_x"": 0.012, ""vibration_y"": 0.018, ""illumination"": 1251}",2026-05-24 15:55:19.367
17045,RASP_PI_01,BATCH_20260524_739,SMT_CHIP_A20,35,RUN,"[{""code"": ""SV-PR-00"", ""msg"": ""Vision Inspection OK"", ""severity"": ""LOW"", ""direction"": ""TOP"", ""part_location"": ""ZONE_ALL"", ""is_capture_required"": false}]","{""result"": ""OK"", ""defect_type"": ""NONE"", ""confidence"": 0.95, ""inspection_area"": ""ALL"", ""image_url"": null}",OK,NONE,"{""temperature"": 39.5, ""humidity"": 48.7, ""vibration_x"": 0.025, ""vibration_y"": 0.023, ""illumination"": 1180}",2026-05-24 15:55:19.476
17046,RASP_PI_01,BATCH_20260524_739,SMT_CHIP_A20,36,RUN,"[{""code"": ""SV-PR-00"", ""msg"": ""Vision Inspection OK"", ""severity"": ""LOW"", ""direction"": ""TOP"", ""part_location"": ""ZONE_ALL"", ""is_capture_required"": false}]","{""result"": ""OK"", ""defect_type"": ""NONE"", ""confidence"": 0.97, ""inspection_area"": ""ALL"", ""image_url"": null}",OK,NONE,"{""temperature"": 38.4, ""humidity"": 48.3, ""vibration_x"": 0.014, ""vibration_y"": 0.021, ""illumination"": 1171}",2026-05-24 15:55:19.584
17047,RASP_PI_01,BATCH_20260524_739,SMT_CHIP_A20,37,ERROR,"[{""code"": ""SV-PR-01"", ""msg"": ""부품 누락 (Missing) 감지 - 필수 부품이 없는 제품 검출"", ""severity"": ""CRITICAL"", ""direction"": ""SIDE_LEFT"", ""part_location"": ""ZONE_B3"", ""is_capture_required"": true}]","{""result"": ""NG"", ""defect_type"": ""MISSING"", ""confidence"": 0.84, ""inspection_area"": ""ZONE_B1"", ""image_url"": ""http://192.168.0.15/images/37_ng_missing.jpg""}",NG,MISSING,"{""temperature"": 62.6, ""humidity"": 69.8, ""vibration_x"": 0.247, ""vibration_y"": 0.125, ""illumination"": 1152}",2026-05-24 15:55:19.693
17048,CONT_PI_01,CONT_20260524_573,SMT_CONT_A10,1,RUN,"[{""code"": ""SV-PR-00"", ""msg"": ""Vision Inspection OK"", ""severity"": ""LOW"", ""direction"": ""TOP"", ""part_location"": ""ZONE_ALL"", ""is_capture_required"": false}]","{""result"": ""OK"", ""defect_type"": ""NONE"", ""confidence"": 0.99, ""inspection_area"": ""ALL"", ""image_url"": null}",OK,NONE,"{""temperature"": 35.7, ""humidity"": 43.1, ""vibration_x"": 0.006, ""vibration_y"": 0.01, ""illumination"": 1293}",2026-05-24 15:55:24.432
17049,CONT_PI_01,CONT_20260524_573,SMT_CONT_A10,2,RUN,"[{""code"": ""SV-PR-00"", ""msg"": ""Vision Inspection OK"", ""severity"": ""LOW"", ""direction"": ""TOP"", ""part_location"": ""ZONE_ALL"", ""is_capture_required"": false}]","{""result"": ""OK"", ""defect_type"": ""NONE"", ""confidence"": 0.99, ""inspection_area"": ""ALL"", ""image_url"": null}",OK,NONE,"{""temperature"": 35.5, ""humidity"": 40.2, ""vibration_x"": 0.025, ""vibration_y"": 0.023, ""illumination"": 1273}",2026-05-24 15:55:24.932
17050,CONT_PI_01,CONT_20260524_573,SMT_CONT_A10,3,RUN,"[{""code"": ""SV-PR-00"", ""msg"": ""Vision Inspection OK"", ""severity"": ""LOW"", ""direction"": ""TOP"", ""part_location"": ""ZONE_ALL"", ""is_capture_required"": false}]","{""result"": ""OK"", ""defect_type"": ""NONE"", ""confidence"": 0.98, ""inspection_area"": ""ALL"", ""image_url"": null}",OK,NONE,"{""temperature"": 39.3, ""humidity"": 43.6, ""vibration_x"": 0.01, ""vibration_y"": 0.012, ""illumination"": 1158}",2026-05-24 15:55:25.442
17051,CONT_PI_01,CONT_20260524_573,SMT_CONT_A10,4,RUN,"[{""code"": ""SV-PR-00"", ""msg"": ""Vision Inspection OK"", ""severity"": ""LOW"", ""direction"": ""TOP"", ""part_location"": ""ZONE_ALL"", ""is_capture_required"": false}]","{""result"": ""OK"", ""defect_type"": ""NONE"", ""confidence"": 0.97, ""inspection_area"": ""ALL"", ""image_url"": null}",OK,NONE,"{""temperature"": 41.4, ""humidity"": 43.8, ""vibration_x"": 0.013, ""vibration_y"": 0.013, ""illumination"": 1245}",2026-05-24 15:55:25.951
17052,CONT_PI_01,CONT_20260524_573,SMT_CONT_A10,5,RUN,"[{""code"": ""SV-PR-00"", ""msg"": ""Vision Inspection OK"", ""severity"": ""LOW"", ""direction"": ""TOP"", ""part_location"": ""ZONE_ALL"", ""is_capture_required"": false}]","{""result"": ""OK"", ""defect_type"": ""NONE"", ""confidence"": 0.98, ""inspection_area"": ""ALL"", ""image_url"": null}",OK,NONE,"{""temperature"": 38.6, ""humidity"": 50.8, ""vibration_x"": 0.006, ""vibration_y"": 0.008, ""illumination"": 1283}",2026-05-24 15:55:26.466
17053,CONT_PI_02,CONT_20260524_441,SMT_CONT_B10,1,RUN,"[{""code"": ""SV-PR-00"", ""msg"": ""Vision Inspection OK"", ""severity"": ""LOW"", ""direction"": ""TOP"", ""part_location"": ""ZONE_ALL"", ""is_capture_required"": false}]","{""result"": ""OK"", ""defect_type"": ""NONE"", ""confidence"": 0.96, ""inspection_area"": ""ALL"", ""image_url"": null}",OK,NONE,"{""temperature"": 41.5, ""humidity"": 49.8, ""vibration_x"": 0.025, ""vibration_y"": 0.016, ""illumination"": 1199}",2026-05-24 15:55:26.943
17054,CONT_PI_01,CONT_20260524_573,SMT_CONT_A10,6,RUN,"[{""code"": ""SV-PR-00"", ""msg"": ""Vision Inspection OK"", ""severity"": ""LOW"", ""direction"": ""TOP"", ""part_location"": ""ZONE_ALL"", ""is_capture_required"": false}]","{""result"": ""OK"", ""defect_type"": ""NONE"", ""confidence"": 0.96, ""inspection_area"": ""ALL"", ""image_url"": null}",OK,NONE,"{""temperature"": 41.4, ""humidity"": 52.5, ""vibration_x"": 0.018, ""vibration_y"": 0.022, ""illumination"": 1259}",2026-05-24 15:55:26.977
17055,CONT_PI_02,CONT_20260524_441,SMT_CONT_B10,2,RUN,"[{""code"": ""SV-PR-00"", ""msg"": ""Vision Inspection OK"", ""severity"": ""LOW"", ""direction"": ""TOP"", ""part_location"": ""ZONE_ALL"", ""is_capture_required"": false}]","{""result"": ""OK"", ""defect_type"": ""NONE"", ""confidence"": 0.95, ""inspection_area"": ""ALL"", ""image_url"": null}",OK,NONE,"{""temperature"": 36.3, ""humidity"": 48.4, ""vibration_x"": 0.027, ""vibration_y"": 0.018, ""illumination"": 1235}",2026-05-24 15:55:27.458
17056,CONT_PI_01,CONT_20260524_573,SMT_CONT_A10,7,RUN,"[{""code"": ""SV-PR-00"", ""msg"": ""Vision Inspection OK"", ""severity"": ""LOW"", ""direction"": ""TOP"", ""part_location"": ""ZONE_ALL"", ""is_capture_required"": false}]","{""result"": ""OK"", ""defect_type"": ""NONE"", ""confidence"": 0.97, ""inspection_area"": ""ALL"", ""image_url"": null}",OK,NONE,"{""temperature"": 37.0, ""humidity"": 42.2, ""vibration_x"": 0.022, ""vibration_y"": 0.017, ""illumination"": 1216}",2026-05-24 15:55:27.489
17057,CONT_PI_02,CONT_20260524_441,SMT_CONT_B10,3,RUN,"[{""code"": ""SV-PR-00"", ""msg"": ""Vision Inspection OK"", ""severity"": ""LOW"", ""direction"": ""TOP"", ""part_location"": ""ZONE_ALL"", ""is_capture_required"": false}]","{""result"": ""OK"", ""defect_type"": ""NONE"", ""confidence"": 0.98, ""inspection_area"": ""ALL"", ""image_url"": null}",OK,NONE,"{""temperature"": 38.6, ""humidity"": 41.3, ""vibration_x"": 0.008, ""vibration_y"": 0.008, ""illumination"": 1279}",2026-05-24 15:55:27.969
17058,CONT_PI_01,CONT_20260524_573,SMT_CONT_A10,8,RUN,"[{""code"": ""SV-PR-00"", ""msg"": ""Vision Inspection OK"", ""severity"": ""LOW"", ""direction"": ""TOP"", ""part_location"": ""ZONE_ALL"", ""is_capture_required"": false}]","{""result"": ""OK"", ""defect_type"": ""NONE"", ""confidence"": 0.97, ""inspection_area"": ""ALL"", ""image_url"": null}",OK,NONE,"{""temperature"": 36.9, ""humidity"": 50.2, ""vibration_x"": 0.027, ""vibration_y"": 0.025, ""illumination"": 1182}",2026-05-24 15:55:28.000
